CAMPUS,CAMPNAME,DISTRICT,DISTNAME,CNTYNAME,COUNTY,REGION,CFLCHART,CFLALTED,PAIRNAME,PAIRCAMP,GRDTYPE,GRDSPAN
"'123908041","GROVES MIDDLE","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123908042","PORT NECHES MIDDLE","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123908101","GROVES EL","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'04 - 05"
"'123908102","PORT NECHES EL","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'04 - 05"
"'123908103","RIDGEWOOD EL","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 03"
"'123908104","TAFT EL","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 03"
"'123908105","VAN BUREN EL","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 03"
"'123908107","WOODCREST EL","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 03"
"'123908111","WEST GROVES EARLY LEARNING CENTER","'123908","PORT NECHES-GROVES ISD","JEFFERSON","'123","'05","N","N","PORT NECHES-GROVES ISD","'123908000","E","'EE - PK"
"'123910006","PATHWAYS LEARNING CTR","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","B","'06 - 12"
"'123910008","WEST BROOK SR H S","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","S","'09 - 12"
"'123910011","JEFFERSON CO YOUTH ACAD","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","S","'07 - 10"
"'123910012","PAUL A BROWN ALTERNATIVE CENTER","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","Y"," "," ","S","'09 - 12"
"'123910013","BEAUMONT ISD EARLY COLLEGE H S","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","S","'09 - 12"
"'123910014","BEAUMONT UNITED H S","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","S","'09 - 12"
"'123910042","SMITH MIDDLE","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123910043","M L KING MIDDLE","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123910046","MARSHALL MIDDLE","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123910047","ODOM MIDDLE","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123910048","VINCENT MIDDLE","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123910101","AMELIA EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'EE - 05"
"'123910104","CALDWOOD EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910105","CURTIS EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910110","FLETCHER EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'EE - 05"
"'123910112","GUESS EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'PK - 05"
"'123910118","REGINA HOWELL EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'EE - 05"
"'123910123","HOMER DR EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910125","PIETZSCH/MAC ARTHUR EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'EE - 08"
"'123910126","DISHMAN EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'EE - 05"
"'123910127","BLANCHETTE EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910128","MARTIN EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910129","DR MAE E JONES-CLARK EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910130","CHARLTON-POLLARD EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'PK - 05"
"'123910131","FEHL-PRICE EL","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'KG - 05"
"'123910132","BINGMAN PK","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N","BEAUMONT ISD","'123910000","E","'PK - PK"
"'123910133","LUCAS PK","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N","BEAUMONT ISD","'123910000","E","'EE - PK"
"'123910134","BEAUMONT NEW EL DAEP","'123910","BEAUMONT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'03 - 03"
"'123913001","SABINE PASS SCHOOL","'123913","SABINE PASS ISD","JEFFERSON","'123","'05","N","N"," "," ","B","'EE - 12"
"'123914001","HAMSHIRE-FANNETT H S","'123914","HAMSHIRE-FANNETT ISD","JEFFERSON","'123","'05","N","N"," "," ","S","'09 - 12"
"'123914041","HAMSHIRE-FANNETT MIDDLE","'123914","HAMSHIRE-FANNETT ISD","JEFFERSON","'123","'05","N","N"," "," ","M","'06 - 08"
"'123914101","HAMSHIRE-FANNETT EL","'123914","HAMSHIRE-FANNETT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'EE - 03"
"'123914102","HAMSHIRE-FANNETT INT","'123914","HAMSHIRE-FANNETT ISD","JEFFERSON","'123","'05","N","N"," "," ","E","'04 - 05"
"'124901001","HEBBRONVILLE H S","'124901","JIM HOGG COUNTY ISD","JIM HOGG","'124","'01","N","N"," "," ","S","'09 - 12"
"'124901041","HEBBRONVILLE J H","'124901","JIM HOGG COUNTY ISD","JIM HOGG","'124","'01","N","N"," "," ","M","'06 - 08"
"'124901101","HEBBRONVILLE EL","'124901","JIM HOGG COUNTY ISD","JIM HOGG","'124","'01","N","N"," "," ","E","'PK - 05"
"'125901001","ALICE H S","'125901","ALICE ISD","JIM WELLS","'125","'02","N","N"," "," ","S","'09 - 12"
"'125901043","ADAMS MIDDLE","'125901","ALICE ISD","JIM WELLS","'125","'02","N","N"," "," ","M","'06 - 08"
"'125901104","NOONAN EL","'125901","ALICE ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'PK - 05"
"'125901105","SAENZ EL","'125901","ALICE ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'EE - 05"
"'125901107","SCHALLERT EL","'125901","ALICE ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'EE - 05"
"'125901113","DUBOSE EL","'125901","ALICE ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'EE - 05"
"'125902001","BEN BOLT-PALITO BLANCO H S","'125902","BEN BOLT-PALITO BLANCO ISD","JIM WELLS","'125","'02","N","N"," "," ","S","'07 - 12"
"'125902101","BEN BOLT-PALITO BLANCO EL","'125902","BEN BOLT-PALITO BLANCO ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'EE - 06"
"'125903001","ORANGE GROVE H S","'125903","ORANGE GROVE ISD","JIM WELLS","'125","'02","N","N"," "," ","S","'09 - 12"
"'125903041","ORANGE GROVE J H","'125903","ORANGE GROVE ISD","JIM WELLS","'125","'02","N","N"," "," ","M","'06 - 08"
"'125903101","ORANGE GROVE PRI","'125903","ORANGE GROVE ISD","JIM WELLS","'125","'02","N","N","ORANGE GROVE EL","'125903103","E","'EE - 02"
"'125903103","ORANGE GROVE EL","'125903","ORANGE GROVE ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'03 - 05"
"'125905001","PREMONT COLLEGIATE H S","'125905","PREMONT ISD","JIM WELLS","'125","'02","N","N"," "," ","B","'06 - 12"
"'125905101","PREMONT ERNEST H SINGLETON EARLY COLLEGE ACADEMY","'125905","PREMONT ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'EE - 05"
"'125905103","PREMONT MONTESSORI ACADEMY","'125905","PREMONT ISD","JIM WELLS","'125","'02","N","N","PREMONT ERNEST H SINGLETON EARLY COLLEGE ACADEMY","'125905101","E","'KG - KG"
"'125906101","LA GLORIA EL","'125906","LA GLORIA ISD","JIM WELLS","'125","'02","N","N"," "," ","E","'PK - 06"
"'126901001","ALVARADO H S","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126901003","JUVENILE JUSTICE ALTERNATIVE","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 09"
"'126901041","ALVARADO J H","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126901101","ALVARADO EL-SOUTH","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N","ALVARADO INT","'126901104","E","'EE - 02"
"'126901102","ALVARADO EL-NORTH","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N","ALVARADO INT","'126901104","E","'EE - 02"
"'126901103","LILLIAN EL","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N","ALVARADO INT","'126901104","E","'EE - 02"
"'126901104","ALVARADO INT","'126901","ALVARADO ISD","JOHNSON","'126","'11","N","N"," "," ","E","'03 - 05"
"'126902001","BURLESON H S","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126902003","CROSSROADS H S","'126902","BURLESON ISD","JOHNSON","'126","'11","N","Y"," "," ","S","'09 - 12"
"'126902004","JOHNSON COUNTY JJAEP","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 11"
"'126902005","TARRANT COUNTY J J A E P","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","S","'08 - 12"
"'126902006","BURLESON CENTENNIAL H S","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126902007","BURLESON COLLEGIATE H S","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126902008","GAME DEVELOPMENT DESIGN SCHOOL AT BURLESON ISD","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","B","'06 - 12"
"'126902041","HUGHES MIDDLE","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126902042","NICK KERR MIDDLE","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126902043","STEAM MIDDLE","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126902101","ACADEMY AT NOLA DUNN","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'KG - 05"
"'126902102","FRAZIER EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126902103","MOUND EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126902104","NORWOOD EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126902105","JACK TAYLOR EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126902107","WILLIAM STRIBLING EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'KG - 05"
"'126902108","RICHARD BRANSOM EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'KG - 05"
"'126902109","JUDY HAJEK EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'KG - 05"
"'126902110","ANN BROCK EL AT OAK GROVE","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126902111","IRENE CLINKSCALE EL","'126902","BURLESON ISD","JOHNSON","'126","'11","N","N"," "," ","E","'KG - 05"
"'126903001","CLEBURNE H S","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126903002","TEAM SCH","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","Y"," "," ","S","'09 - 12"
"'126903004","J J A E P","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","S","'11 - 11"
"'126903041","LOWELL SMITH JR MIDDLE","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126903101","ADAMS EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126903102","COLEMAN EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126903103","MARTI EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126903104","IRVING EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126903107","AD WHEAT MIDDLE","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126903108","GERARD EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126903109","COOKE EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126903111","SANTA FE EL","'126903","CLEBURNE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126904001","GRANDVIEW H S","'126904","GRANDVIEW ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126904041","GRANDVIEW J H","'126904","GRANDVIEW ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126904102","GRANDVIEW EL","'126904","GRANDVIEW ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126905001","JOSHUA H S","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126905002","NEW HORIZON H S","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","Y"," "," ","S","'10 - 12"
"'126905003","JOSHUA H S NINTH GRADE CAMPUS","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 09"
"'126905041","R C LOFLIN MIDDLE","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126905042","JOHNSON COUNTY J J A E P","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","S","'08 - 12"
"'126905043","TOM AND NITA NICHOLS MIDDLE","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126905101","H D STAPLES EL","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126905103","A G ELDER EL","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126905104","NORTH JOSHUA EL","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126905105","PLUM CREEK EL","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126905106","CADDO GROVE EL","'126905","JOSHUA ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126906001","KEENE H S","'126906","KEENE ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126906041","KEENE J H","'126906","KEENE ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126906101","KEENE EL","'126906","KEENE ISD","JOHNSON","'126","'11","N","N","KEENE ISD","'126906000","E","'PK - 02"
"'126906105","THE SUMMIT LEADERSHIP ACADEMY","'126906","KEENE ISD","JOHNSON","'126","'11","N","N"," "," ","E","'03 - 05"
"'126907001","RIO VISTA H S","'126907","RIO VISTA ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126907041","RIO VISTA MIDDLE","'126907","RIO VISTA ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126907101","RIO VISTA EL","'126907","RIO VISTA ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'126908001","VENUS H S","'126908","VENUS ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126908041","VENUS MIDDLE","'126908","VENUS ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126908101","VENUS EL","'126908","VENUS ISD","JOHNSON","'126","'11","N","N"," "," ","E","'02 - 05"
"'126908102","VENUS PRI","'126908","VENUS ISD","JOHNSON","'126","'11","N","N","VENUS EL","'126908101","E","'EE - 01"
"'126911001","GODLEY H S","'126911","GODLEY ISD","JOHNSON","'126","'11","N","N"," "," ","S","'09 - 12"
"'126911003","GODLEY JJAEP","'126911","GODLEY ISD","JOHNSON","'126","'11","N","N"," "," ","S","'10 - 10"
"'126911042","LEGACY EL","'126911","GODLEY ISD","JOHNSON","'126","'11","N","N"," "," ","E","'KG - 05"
"'126911043","GODLEY MIDDLE","'126911","GODLEY ISD","JOHNSON","'126","'11","N","N"," "," ","M","'06 - 08"
"'126911102","RB GODLEY EL","'126911","GODLEY ISD","JOHNSON","'126","'11","N","N"," "," ","E","'EE - 05"
"'126911104","PLEASANT VIEW EL","'126911","GODLEY ISD","JOHNSON","'126","'11","N","N"," "," ","E","'PK - 05"
"'127901001","ANSON H S","'127901","ANSON ISD","JONES","'127","'14","N","N"," "," ","S","'09 - 12"
"'127901041","ANSON MIDDLE","'127901","ANSON ISD","JONES","'127","'14","N","N"," "," ","M","'06 - 08"
"'127901101","ANSON EL","'127901","ANSON ISD","JONES","'127","'14","N","N"," "," ","E","'PK - 05"
"'127903001","HAMLIN COLLEGIATE H S","'127903","HAMLIN COLLEGIATE ISD","JONES","'127","'14","N","N"," "," ","S","'07 - 12"
"'127903102","HAMLIN COLLEGIATE EL","'127903","HAMLIN COLLEGIATE ISD","JONES","'127","'14","N","N"," "," ","E","'EE - 06"
"'127904001","HAWLEY H S","'127904","HAWLEY ISD","JONES","'127","'14","N","N"," "," ","S","'09 - 12"
"'127904041","HAWLEY MIDDLE","'127904","HAWLEY ISD","JONES","'127","'14","N","N"," "," ","M","'06 - 08"
"'127904101","HAWLEY EL","'127904","HAWLEY ISD","JONES","'127","'14","N","N"," "," ","E","'EE - 05"
"'127905001","LUEDERS-AVOCA H S","'127905","LUEDERS-AVOCA ISD","JONES","'127","'14","N","N"," "," ","S","'09 - 12"
"'127905101","LUEDERS-AVOCA EL/J H","'127905","LUEDERS-AVOCA ISD","JONES","'127","'14","N","N"," "," ","E","'PK - 08"
"'127906001","STAMFORD H S","'127906","STAMFORD ISD","JONES","'127","'14","N","N"," "," ","S","'09 - 12"
"'127906041","STAMFORD MIDDLE","'127906","STAMFORD ISD","JONES","'127","'14","N","N"," "," ","M","'06 - 08"
"'127906101","OLIVER EL","'127906","STAMFORD ISD","JONES","'127","'14","N","N"," "," ","E","'EE - 05"
"'128901001","KARNES CITY H S","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N"," "," ","S","'09 - 12"
"'128901004","KCISD - DAEP","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N"," "," ","B","'06 - 11"
"'128901029","LONE STAR VIRTUAL ACADEMY","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N"," "," ","B","'06 - 12"
"'128901041","KARNES CITY J H","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N"," "," ","M","'06 - 08"
"'128901105","ROGER E SIDES EL","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N"," "," ","E","'02 - 05"
"'128901107","KARNES CITY PRI","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N","ROGER E SIDES EL","'128901105","E","'EE - 01"
"'128901698","ESCHOOL PREP ACADEMY","'128901","KARNES CITY ISD","KARNES","'128","'20","N","N"," "," ","E","'KG - 05"
"'128902001","KENEDY H S","'128902","KENEDY ISD","KARNES","'128","'03","N","N"," "," ","S","'09 - 12"
"'128902004","FISD DAEP","'128902","KENEDY ISD","KARNES","'128","'03","N","N"," "," ","S","'10 - 12"
"'128902041","KENEDY MIDDLE","'128902","KENEDY ISD","KARNES","'128","'03","N","N"," "," ","M","'06 - 08"
"'128902104","KENEDY EL","'128902","KENEDY ISD","KARNES","'128","'03","N","N"," "," ","E","'PK - 05"
"'128903001","RUNGE H S","'128903","RUNGE ISD","KARNES","'128","'03","N","N"," "," ","S","'07 - 12"
"'128903003","NIXON-SMILEY DAEP","'128903","RUNGE ISD","KARNES","'128","'03","N","N"," "," ","S","'10 - 10"
"'128903101","RUNGE EL","'128903","RUNGE ISD","KARNES","'128","'03","N","N"," "," ","E","'EE - 06"
"'128904001","FALLS CITY H S","'128904","FALLS CITY ISD","KARNES","'128","'20","N","N"," "," ","S","'07 - 12"
"'128904101","FALLS CITY EL","'128904","FALLS CITY ISD","KARNES","'128","'20","N","N"," "," ","E","'PK - 06"
"'129901001","CRANDALL H S","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129901041","CRANDALL MIDDLE","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'07 - 08"
"'129901101","W A MARTIN EL","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 06"
"'129901102","NOLA KATHRYN WILSON EL","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 06"
"'129901103","BARBARA WALKER EL","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 06"
"'129901105","HOLLIS T DIETZ EL","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 06"
"'129901106","NOBLE REED","'129901","CRANDALL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 06"
"'129902001","FORNEY H S","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129902003","NORTH FORNEY H S","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129902041","WARREN MIDDLE","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'07 - 08"
"'129902042","BROWN MIDDLE","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'07 - 08"
"'129902043","JACKSON MIDDLE","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'07 - 08"
"'129902101","JOHNSON EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'PK - 04"
"'129902102","CRISWELL EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 04"
"'129902103","CLAYBON EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 04"
"'129902104","HENDERSON EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 04"
"'129902105","BLACKBURN EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 04"
"'129902106","CROSBY EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 04"
"'129902107","LEWIS EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 04"
"'129902108","RHEA INT","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'05 - 06"
"'129902109","SMITH INT","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'05 - 06"
"'129902110","RHODES IS","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'05 - 06"
"'129902111","GRIFFIN EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 04"
"'129902112","WILLETT EL","'129902","FORNEY ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'EE - 04"
"'129903001","KAUFMAN H S","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129903003","GARY W CAMPBELL H S","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","Y"," "," ","S","'09 - 12"
"'129903041","NORMAN J H","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'06 - 08"
"'129903105","HELEN EDWARD EARLY CHILDHOOD CENTER","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","N","KAUFMAN ISD","'129903000","E","'EE - KG"
"'129903110","J W MONDAY EL","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'01 - 05"
"'129903112","J R PHILLIPS EL","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'01 - 05"
"'129903114","LUCILLE NASH EL","'129903","KAUFMAN ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'01 - 05"
"'129904001","KEMP H S","'129904","KEMP ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129904003","KEMP ALTERNATIVE","'129904","KEMP ISD","KAUFMAN","'129","'10","N","Y"," "," ","S","'10 - 12"
"'129904041","KEMP J H","'129904","KEMP ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'06 - 08"
"'129904101","KEMP PRI","'129904","KEMP ISD","KAUFMAN","'129","'10","N","N","KEMP INT","'129904102","E","'EE - 02"
"'129904102","KEMP INT","'129904","KEMP ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'03 - 05"
"'129905001","MABANK H S","'129905","MABANK ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129905041","MABANK J H","'129905","MABANK ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'07 - 08"
"'129905103","CENTRAL EL","'129905","MABANK ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'PK - 04"
"'129905104","SOUTHSIDE EL","'129905","MABANK ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'PK - 04"
"'129905105","LAKEVIEW EL","'129905","MABANK ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'PK - 04"
"'129905106","MABANK INT","'129905","MABANK ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'05 - 06"
"'129906002","TERRELL H S","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","S","'09 - 12"
"'129906004","TERRELL ALTERNATIVE EDUCATION CENTER/PHOENIX SCH","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","Y"," "," ","S","'12 - 12"
"'129906041","HERMAN FURLOUGH JR MIDDLE","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","M","'06 - 08"
"'129906103","W H BURNETT EL","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N","TERRELL ISD","'129906000","E","'PK - PK"
"'129906104","TISD CHILD & ADOLESCENT SCHOOL","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","B","'01 - 12"
"'129906107","J W LONG EL","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 05"
"'129906108","GILBERT WILLIE SR EL","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 05"
"'129906109","DR BRUCE WOOD EL","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 05"
"'129906110","GLOBAL LEADERSHIP ACADEMY","'129906","TERRELL ISD","KAUFMAN","'129","'10","N","N"," "," ","E","'KG - 05"
