CAMPUS,CAMPNAME,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSBTOFC,CPSBTOPC,CPSETOFC,CPSETOFP,CPSHEXPA,CPSHTENA,CPSLEXPA,CPSLTENA,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSRTOFC,CPSRTOPC,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST21FC,CPST21FP,CPST21SA,CPST30FC,CPST30FP,CPST30SA,CPSTASFC,CPSTASFP,CPSTBAFC,CPSTBAFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTMSFC,CPSTMSFP,CPSTNOFC,CPSTNOFP,CPSTOPFC,CPSTOPFP,CPSTPHFC,CPSTPHFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA,DISTNAME
"'221901007","TAYLOR COUNTY LEARNING CENTER",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ABILENE ISD"
"'221901008","JUVENILE DETENTION CENTER",1,50,2,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,.,0,0,.,0,0,.,0,0,.,1,50,58300,1,50,60552,0,0,.,0,0,1,50,0,0,1,50,0,0,18,1,50,0,0,0,0,0,0,5.5,1,50,1,50,0,0,0,0,0,0,0,0,2,100,0,0,13.5,2,100,59427,0,0,0,0,1,50,0,0,.,"ABILENE ISD"
"'221901010","ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE",7.5,19,39.7,0,0,1,2.5,0,0,5,5,0,38.7,97.5,1,0,2,5,93542,1,3.1,50000,8.8,27.1,49855,10.5,32.4,55742,9.1,28.1,58162,3,9.3,63055,0,0,.,1,3.1,16.4,50.8,0,0,0,0,0.2,0.5,9.4,15.6,48.3,0,0,4.2,13.1,0,0,11.5,16.7,51.7,10.9,33.7,5,15.5,7,21.8,0,0,1,3.1,9.6,29.7,0,0,5.9,32.3,81.5,55330,1,3.1,15.5,48,25.1,77.7,4.3,10.9,49157,"ABILENE ISD"
"'221901044","MADISON MIDDLE",16,19.5,81.6,1,0,14.7,18,5,5,4.3,1.7,0,67,82,2,0,4,4.9,65995,7.9,14.1,50252,22,39,51659,9.4,16.6,53800,9.1,16.1,57225,4,7.2,62849,4,7.1,68865,1,1.8,43.5,77.1,0,0,0,0,10.7,18.9,8.9,37.4,66.3,0,0,3,5.3,0,0,13.9,19,33.7,12,21.2,0,0,6.5,11.5,0.9,1.7,0,0,33.4,59.2,4.9,8.7,6.4,56.5,69.2,54733,1,1.8,1,1.8,51.5,91.1,6.5,7.9,62792,"ABILENE ISD"
"'221901045","MANN MIDDLE",26.9,32.9,81.8,1,0,11.9,14.6,4,4,3.7,3.7,0,69.9,85.4,2,0,4,4.9,75853,5,8.7,43623,19,32.9,50191,14.5,25,52281,14.3,24.7,57770,5,8.7,62833,0,0,.,0,0,44.4,76.9,0,0,6,10.4,6.9,12,8.6,43.5,75.3,0,0,9,15.6,0,0,15.2,14.3,24.7,12.4,21.4,0,0,7.9,13.7,1,1.7,0,0,35.6,61.5,5.6,9.7,6,57.8,70.7,53118,1,1.7,1.8,3.2,41.8,72.3,8.1,9.9,57129,"ABILENE ISD"
"'221901047","CLACK MIDDLE",18,25.3,71.1,1,0,6,8.4,3,3,3,2,0,65.1,91.6,2,0,4,5.6,73629,5.8,10.9,50002,14,26.2,51808,16.5,30.8,53935,11.1,20.7,58095,5.1,9.5,62861,1,1.9,67519,0,0,40.5,75.8,0.8,1.5,3,5.6,8.4,15.6,9.6,36.4,68.1,0,0,10,18.7,0,0,13.2,17,31.9,13,24.2,0,0,5.2,9.7,0,0,0,0,34.4,64.4,3.4,6.3,6.1,53.4,75.2,54917,0,0,1.3,2.4,40.5,75.7,7.7,10.8,57056,"ABILENE ISD"
"'221901048","CRAIG MIDDLE",25.9,30.6,84.7,1,0,12.8,15.1,11,7,3.7,3.3,0,71.9,84.9,2,0,4,4.7,76086,4,6.6,50250,15,24.8,49943,17.5,29.1,54134,13,21.6,56680,9.8,16.3,60663,1,1.7,65088,0,0,46.6,77.1,1,1.7,3,4.9,8.2,13.6,10.8,40.4,66.8,0,0,14,23.2,0,0,12.9,20,33.2,13.8,22.9,0,0,6.1,10.2,0,0,0,0,39.2,64.9,4,6.6,5.8,60.4,71.3,54634,1,1.7,1.9,3.1,42.4,70.2,7.5,8.8,55159,"ABILENE ISD"
"'221901102","AUSTIN EL",9,12.9,69.4,0,0,15.7,22.6,1,1,1.5,1.5,0,53.7,77.4,1,0,3,4.3,73941,5,10.9,51360,11.7,25.6,52123,7.1,15.6,54577,9,19.7,57467,12.9,28.3,60792,0,0,.,0,0,31.8,69.4,0,0,0,0,1,2.2,12.2,44.7,97.5,0,0,4,8.7,0,0,15.8,1.1,2.5,13,28.4,1,2.2,0,0,0,0,0,0,40.7,88.9,4.1,8.9,8.8,45.8,66,55922,0,0,0,0,41.8,91.3,4.9,7.1,56307,"ABILENE ISD"
"'221901103","BONHAM EL",12.7,20.9,60.8,0,0,18.7,30.8,1,1,3,3,0,42,69.2,1,0,2,3.3,74252,1,2.9,50000,12.8,36.6,49378,10.6,30.2,54196,7.6,21.7,58405,2,5.7,62928,1,2.9,67168,0,0,29.4,84,0,0,0,0,3,8.6,9.6,31.6,90.2,0,0,5.8,16.6,0,0,13.7,3.4,9.8,4.6,13.2,1,2.9,0,0,0,0,0,0,27.4,78.3,4.6,13.2,7.4,35,57.7,54094,1,2.9,0,0,28.2,80.5,5,8.2,61533,"ABILENE ISD"
"'221901104","BOWIE EL",9.9,16.7,59.1,1,0,15.7,26.6,20,20,6,2,0,43.4,73.4,1,1,2,3.4,83019,2,5.8,50000,13.9,40.6,47081,7.4,21.5,49014,8,23.3,57613,1,2.9,61308,2,5.8,66318,0,0,26.3,76.7,0,0,1,2.9,4,11.6,9.1,31.3,91.3,0,0,3,8.7,0,0,13.8,3,8.7,8,23.3,0,0,0,0,0,0,0,0,24,69.9,6.4,18.5,6.4,34.3,58.1,51655,2,5.8,0,0,28.3,82.5,7,11.9,62793,"ABILENE ISD"
"'221901108","DYESS EL",9.9,17.3,57.6,0,0,12.9,22.5,1,1,5,5,0,44.6,77.5,1,0,2,3.5,77040,2,5.3,50000,11,29.1,51954,8,21.3,50809,7.7,20.4,57365,6,16,62492,3,8,71043,0,0,27,71.8,0,0,0,0,1,2.7,12.4,35.6,94.7,0,0,8,21.1,0,0,16.3,2,5.3,10.6,28.2,0,0,0,0,0,0,0,0,32.4,86.2,4.2,11.1,8.7,37.6,65.3,55913,0,0,0,0,29.7,78.9,5,8.7,57048,"ABILENE ISD"
"'221901112","ALCORTA EL",8.4,17.6,47.9,0,0,12.8,26.6,4,4,12,6,0,35.1,73.4,1,0,2,4.2,61122,2,7,50500,4.2,14.6,51428,8,28,53625,9,31.5,57189,3.4,12,62134,2,7,66439,0,0,26.6,93,0,0,1,3.5,3,10.5,12.3,26.6,93,0,0,2.4,8.5,0,0,15.7,2,7,2,7,0,0,0,0,0,0,0,0,23.6,82.5,2,7,8.5,28.6,59.8,56128,0,0,0,0,25.2,88,4.5,9.4,58989,"ABILENE ISD"
"'221901113","PURCELL EL",14,23.5,59.5,0,0,13.6,22.9,2,2,2,2,0,45.9,77.1,1,0,2,3.4,73607,3,7.6,50333,10,25.2,52060,11,27.7,53782,5,12.6,57900,8.7,22,63174,2,5,66898,0,0,30.7,77.3,0,0,1,2.5,2.7,6.7,12.1,38.7,97.5,0,0,8,20.1,0,0,16,1,2.5,8,20.1,1,2.5,0,0,0,0,0,0,32.9,82.8,4.2,10.5,9.7,39.7,66.7,56329,2,5,0,0,28.7,72.3,4.2,7,59357,"ABILENE ISD"
"'221901116","STAFFORD EL",11,22.5,48.8,0,0,9,18.3,3,3,2,2,0,39.8,81.7,1,0,2,4.1,79339,2,6.1,50000,9,27.3,51889,7,21.2,54214,13,39.4,57185,2,6.1,62470,0,0,.,0,0,18,54.5,0,0,3,9.1,4,12.1,9.3,32,97,0,0,3,9.1,0,0,13.4,1,3,14,42.4,1,3,0,0,0,0,0,0,27,81.8,2,6.1,5.2,33,67.6,54995,0,0,0,0,27,81.8,4.8,9.9,55203,"ABILENE ISD"
"'221901121","TAYLOR EL",10,17.6,56.7,0,0,10.9,19.3,5,5,1,1,0,45.8,80.7,1,0,2,3.5,76059,1.8,4.6,36031,10,25,51947,13,32.7,53954,10,25.1,57600,4,10.1,61875,1,2.5,72047,0,0,30,75.3,0,0,0,0,0,0,10.4,38.8,97.5,0,0,5,12.6,0,0,16.5,1,2.5,9.8,24.7,0,0,0,0,0,0,0,0,34.7,87.2,5.1,12.8,7.5,39.8,70.1,54801,0,0,0,0,34.8,87.4,4,7.1,61728,"ABILENE ISD"
"'221901142","OCEANS BEHAVIORAL HEALTH",0,0,2,0,0,1,49.9,0,0,0,0,0,1,50.1,0,0,0,0,.,0,0,.,0,0,.,1,100,53800,0,0,.,0,0,.,0,0,.,0,0,1,100,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,1,100,0,0,0,0,0,0,0,0,0,0,0.9,91.7,0.1,8.3,7,1,50.1,53800,0,0,0,0,1,100,0,0,.,"ABILENE ISD"
"'221901150","WARD EL",10,21.3,47,0,0,9.9,21.2,4,4,6,6,0,37,78.8,1,0,2,4.3,76012,1,3.2,50000,14,45.2,51864,8,25.8,54375,5,16.1,57998,3,9.7,62541,0,0,.,0,0,26,83.9,0,0,0,0,1,3.2,8.6,30,96.8,0,0,6,19.4,0,0,15.9,1,3.2,5,16.1,0,0,0,0,0,0,0,0,26.9,86.7,3.1,10.1,5.5,31,66,54475,0,0,0,0,25,80.6,4,8.6,56156,"ABILENE ISD"
"'221901151","THOMAS EL",9.3,20.3,46,0,0,11.9,26,8,1,1,1,0,34,74,0,1,2,4.4,75250,1,3.8,24599,9,33.9,51589,6,22.6,50071,5,18.8,56800,4.6,17.2,63683,1,3.8,68168,0,0,20.6,77.4,0.8,2.8,0,0,2.2,8.5,11.5,25.6,96.2,0,0,3.6,13.4,0,0,15.5,1,3.8,6,22.6,0,0,0,0,0,0,0,0,20.3,76.3,3.3,12.4,8.8,26.6,57.8,53910,0,0,0,0,23,86.6,5.5,11.9,51388,"ABILENE ISD"
"'221901152","ORTIZ EL",23.9,44.6,53.7,0,0,8.9,16.7,6,3,2,2,0,44.7,83.3,1,0,2,3.7,75479,1,2.7,50000,12,32.1,51895,8,21.5,50663,12.3,33.1,57259,3,8,64008,1,2.7,69139,0,0,28,75,1,2.7,1,2.7,5,13.4,10.7,35.3,94.6,0,0,15,40.1,0,0,13,2,5.4,9.3,25,0,0,0,0,0,0,0,0,29.3,78.5,2,5.4,6.7,37.3,69.5,54791,0,0,0,0,21.3,57.2,5.5,10.2,61077,"ABILENE ISD"
"'221901153","BASSETTI EL",15.1,26.1,58,1,0,14.9,25.7,4,4,2,2,0,43.1,74.3,1,0,2,3.4,74235,3,8.5,50333,9.2,26.1,46249,9,25.6,54289,6,17.1,53903,6,16.9,64435,2,5.7,52778,1,2.8,25.1,71.5,0,0,1,2.9,2,5.7,12.3,34,96.7,0,0,4.2,11.9,0,0,15.7,1.2,3.3,10,28.5,0,0,0,0,0,0,0,0,27.9,79.4,5.2,14.9,10.5,35.1,60.5,53420,1,2.8,0,0,28,79.6,6,10.3,58504,"ABILENE ISD"
"'221901155","MARTINEZ EL",17,29.9,56.7,1,0,16.9,29.8,6,6,6,5,0,39.8,70.2,1,0,2,3.5,79413,2,6.6,50000,4,13.2,51800,8,26.4,54087,3,9.9,58799,12.3,40.5,63055,1,3.3,67898,0,0,20.3,67,0,0,0,0,4,13.2,15.4,29.3,96.7,0,0,5,16.5,0,0,13.6,1,3.3,10,33,0,0,0,0,0,0,0,0,23.1,76.4,3.1,10.4,11.5,30.3,53.4,58074,2,6.6,0,0,23.3,76.9,7.6,13.3,57985,"ABILENE ISD"
"'221901156","LONG EARLY LEARNING CENTER",54.8,38.1,143.8,1,0,71.2,49.5,0,0,10,10,0,72.6,50.5,2,0,2,1.4,79304,3,6.3,50000,19.7,41.3,51450,10,20.9,54680,7,14.7,57157,5,10.5,63344,3,6.3,70532,0,0,39.7,83.2,0,0,1,2.1,35.7,74.9,10.1,44.7,93.7,0,0,6,12.6,0,0,16.9,3,6.3,7,14.7,1,2.1,0,0,0,0,0,0,0,0,12,25.1,6.9,47.7,33.2,55317,2,4.2,0,0,38.7,81.1,22.9,15.9,58346,"ABILENE ISD"
"'221904001","MERKEL H S",4.9,11.5,42.6,1,0,4,9.4,2,2,5,5,0,38.6,90.6,0,1,1.1,2.6,71963,1.3,3.7,37430,9,26.1,41515,4.4,12.8,42776,10.7,31.1,59391,6,17.6,62951,3,8.7,58207,0,0,28.6,83.1,0,0,1,2.9,1.4,4.1,13.5,21.2,61.7,0,0,3.9,11.3,0,0,9.5,13.2,38.3,5.8,16.9,0,0,1.4,4.1,0,0,0,0,21.8,63.5,2.2,6.5,4.9,34.4,80.8,52309,1,2.9,7.5,21.8,28.5,82.9,3.1,7.2,65925,"MERKEL ISD"
"'221904041","MERKEL MIDDLE",2.6,7.3,35.5,0,0,5,14.1,10,6,1,1,0,30.5,85.9,1,0,2,5.6,75646,3.2,12.6,39431,9,35.5,40334,0.6,2.4,50779,7.8,30.6,55774,4.8,19,59617,0,0,.,0,0,25.5,100,0,0,0,0,0,0,10.6,19.1,75,0.2,0.6,1.6,6.3,0,0,9.7,6.4,25,0,0,0,0,1.3,5.1,0,0,0,0,19.6,76.8,2.9,11.2,2.7,25.5,71.8,48852,0,0,1.6,6.3,23.9,93.7,3,8.5,57178,"MERKEL ISD"
"'221904102","MERKEL EL",8.5,13.9,61.2,0,0,16.7,27.3,10,5,4,4,0,44.5,72.7,1,0,3,4.9,69754,4.5,11.4,38211,11,27.8,39651,7,17.7,45773,10,25.3,54653,6,15.2,58207,1,2.5,58040,0,0,35.5,89.9,0,0,0,0,8.6,21.8,10.5,37.5,94.9,0.1,0.3,4.5,11.4,0,0,14.3,2,5.1,4,10.1,0,0,0,0,0,0,0,0,25.4,64.2,5.4,13.7,7.4,39.5,64.6,47651,0,0,0,0,35,88.6,2,3.3,57994,"MERKEL ISD"
"'221905001","TRENT INDEPENDENT SCHOOL DISTRICT",6,23.4,25.6,0,0,6,23.4,1,1,0,0,0,19.6,76.6,0,1,1.9,7.4,80931,0,0,.,6,35.1,44063,5.1,29.9,51002,3,17.5,55577,2,11.7,60540,1,5.8,85500,0,0,15.1,88.3,0,0,2,11.7,0.5,2.9,11,14.1,82.5,0,0,3,17.5,0,0,7.6,3,17.5,2,11.7,0,0,0,0,0,0,0,0,13.5,78.8,0.4,2.1,3.8,17.1,66.7,52502,0,0,2.8,16.2,12.1,70.8,0.6,2.5,11220,"TRENT ISD"
"'221911001","JIM NED H S",4.5,10.3,43.1,0,0,4.8,11.2,9,8.5,2,2,0,38.3,88.8,1,0,0.8,1.8,84434,3.8,11.1,44311,3.8,11.1,44654,3.6,10.4,49084,16.9,48.9,61614,6.4,18.6,68296,0,0,.,0,0,26.7,77.5,0,0,0,0,0.2,0.5,13.9,19.2,55.7,0,0,3.5,10,0,0,13.2,15.3,44.3,7.8,22.5,0,0,2.2,6.4,0,0,0,0,24.8,72,1.7,5.1,4.4,34.5,80.1,57758,0,0,5.5,16,31,90,3,7,60603,"JIM NED CISD"
"'221911041","JIM NED MIDDLE",2.5,7.4,34.2,0,0,5,14.6,8,2,0,0,0,29.2,85.4,1,0,2,5.8,81157,1.2,4.9,40000,5.2,21.4,43051,3.4,14.1,38552,9.5,39.2,56948,4.9,20.4,65398,0,0,.,0,0,19.3,79.6,0,0,0,0,0,0,12.8,17.3,71.3,0,0,1.5,6.4,0,0,15.4,6.9,28.7,4.9,20.4,0,0,0,0,0,0,0,0,20.7,85.4,2.1,8.8,3.2,24.2,70.8,52278,0,0,1.4,5.9,22.7,93.6,3,8.8,57337,"JIM NED CISD"
"'221911101","LAWN EL",4,10,40.2,0,0,9,22.4,3,3,0,0,0,31.2,77.6,2,0,1,2.5,83734,0.8,3,40007,2.4,8.7,48169,3,11,49050,13,47.8,54934,8,29.4,60814,0,0,.,1,3.7,25.2,92.6,0,0,0,0,1.6,6,15.6,27.2,100,0,0,2,7.4,0,0,14.7,0,0,2,7.4,0,0,0,0,0,0,0,0,21.9,80.7,3.6,13.3,7.4,27.2,67.6,54983,0,0,0,0,24.2,89,3,7.5,61056,"JIM NED CISD"
"'221911102","BUFFALO GAP EL",3,7.3,41.1,0,0,8,19.4,3,3,0,0,0,33.1,80.6,1,0,1,2.4,80510,1,3.4,40000,7.1,24.5,43464,6,20.6,48465,9,30.9,53692,5,17.2,60054,1,3.4,61340,0,0,27.1,93.1,0,0,0,0,2,6.9,11.9,28.1,96.6,0,0,2,6.9,0,0,13.5,1,3.4,1,3.4,1,3.4,0,0,0,0,0,0,23.6,81.1,3.5,12,4.5,29.1,70.8,50998,0,0,0,0,27.1,93.1,3,7.3,61930,"JIM NED CISD"
"'221912001","WYLIE H S",15.2,12.5,121.5,0,0,8.8,7.2,1,1,6,2.8,0,112.8,92.8,3,0,5,4.1,71544,5.5,5.5,48253,24.6,24.6,50240,18.5,18.4,50273,25.1,25,55772,21.4,21.4,62596,5.1,5.1,74318,1,1,77.8,77.5,0,0,2,2,1.1,1.1,13.7,57.8,57.6,0,0,8.4,8.4,0,0,14.6,42.6,42.4,22.1,22,0,0,4.4,4.4,0.5,0.5,0,0,67.6,67.4,5.7,5.7,7.5,100.3,82.6,55396,0,0,21.4,21.3,88.9,88.6,7.4,6.1,67249,"WYLIE ISD"
"'221912041","WYLIE WEST J H",13,16.5,78.8,0,0,14,17.8,2,2,4,3.5,0,64.8,82.2,2,1,3,3.8,71167,1,1.7,48000,21,36,48409,16,27.4,49469,12.8,21.9,54255,7.4,12.7,59900,0.1,0.2,83996,0,0,51.3,88,0,0,0,0,1,1.7,10.7,45.5,78.1,0,0,10,17.1,0,0,16.7,12.8,21.9,7,12,0,0,2.5,4.3,0,0,0,0,48.7,83.4,6,10.3,6.3,58.3,74,51520,0,0,0.1,0.2,48.3,82.9,3.5,4.4,60181,"WYLIE ISD"
"'221912042","WYLIE EAST J H",7.6,14.3,53.1,0,0,9,16.9,10,10,2,2,0,44.1,83.1,1,1,2,3.8,79500,3.5,8.6,48000,16.6,40.8,49105,13,32,49792,5.1,12.5,53327,2.5,6,59449,0,0,.,0,0,31.2,76.7,0,0,0,0,0.3,0.8,7,34,83.6,0,0,3.6,8.8,0,0,12.9,6.7,16.4,9.5,23.3,0,0,2.7,6.5,0,0,0,0,32.4,79.9,5.2,12.8,4,40.6,76.5,50384,1,2.5,0,0,36,88.8,1.5,2.8,57745,"WYLIE ISD"
"'221912101","WYLIE WEST EL",4,8.7,45.8,0,0,14,30.5,5,5,1,1,0,31.8,69.5,0,1,2,4.4,71750,1,3.5,48000,8,28.2,48400,6,21.2,49967,11,38.8,53500,2,7.1,60100,0.3,1.2,66800,0,0,25,88.2,0,0,0,0,0,0,11.6,28.3,100,0.3,1.2,1,3.5,0,0,15.1,0,0,3.3,11.8,0,0,0,0,0,0,0,0,24.6,86.7,3.4,12.1,7.8,28.3,61.9,51740,0,0,0,0,27.3,96.5,1.5,3.3,53638,"WYLIE ISD"
"'221912103","WYLIE WEST INT",3,7.2,41.9,1,0,12,28.6,10,10,0,0,0,29.9,71.4,1,0,1,2.4,93000,1,3.7,49000,9,33.4,48478,6,22.3,49633,6,22.3,52983,4.2,15.8,64496,0.7,2.5,66800,0,0,23.2,86.4,0,0,0,0,0.8,2.8,11.3,24.9,92.6,1.2,4.3,3,11.1,0,0,17.1,2,7.4,2.7,9.9,0,0,0,0,1,3.7,0,0,22.3,83,2.7,9.9,6.4,26.9,64.2,52742,0,0,0,0,23.9,88.9,2,4.8,52666,"WYLIE ISD"
"'221912106","WYLIE WEST EARLY CHILDHOOD CENTER",15,27,55.5,0,0,28,50.4,11,11,0,0,0,27.5,49.6,0,1,1,1.8,86000,0,0,.,6.5,25,48246,9.5,36.5,49626,8,30.8,52075,0,0,.,2,7.7,66000,0,0,24,92.3,0,0,0,0,0,0,10.9,26,100,0,0,6,23.1,0,0,15.1,0,0,2,7.7,0,0,0,0,0,0,0,0,21.1,81.3,4.9,18.7,9.3,26,46.9,51294,0,0,0,0,20,76.9,0.5,0.9,55252,"WYLIE ISD"
"'221912108","WYLIE EAST EL",5.5,7.6,72.6,0,0,18,24.8,1,1,5,5,0,54.6,75.2,1,0,2,2.8,69000,5.3,10.5,49777,17,33.9,48459,9,18,49400,13.5,27,52352,2.6,5.2,60208,2.7,5.4,62759,0,0,41.5,82.8,0,0,0,0,3.5,6.9,9.9,47.6,95,0,0,2.5,5,0,0,15.8,2.5,5,8.6,17.2,0,0,0,0,0,0,0,0,42.8,85.5,3.8,7.6,7.4,50.1,69,51201,1,2,0,0,46.6,93,2.5,3.4,58728,"WYLIE ISD"
"'221912109","WYLIE EAST INT",4,11.8,33.9,0,0,9.9,29.2,1,1,0,0,0,24,70.8,1,0,1,3,81500,2,9.1,48000,11,50,49966,5,22.7,49720,3,13.6,55481,1,4.5,59300,0,0,.,0,0,17,77.3,0,0,0,0,1,4.5,6.2,20,90.9,0,0,0,0,0,0,16.3,2,9.1,5,22.7,0,0,0,0,0,0,0,0,19,86.4,2,9.1,3.2,22,64.9,50907,0,0,0,0,22,100,1,3,53300,"WYLIE ISD"
"'222901001","SANDERSON SCHOOLS",12,52.3,23,0,0,5.5,23.8,8,1,4,4,0,17.5,76.2,0,1,1.4,6.1,83034,3,19.8,50046,5,33.1,46960,0,0,.,4.2,27.9,56059,2.9,19.2,61249,0,0,.,0,0,8,52.9,0,0,0,0,0.5,3.1,10.6,9.1,60.3,0,0,6,39.7,0,0,8.5,6,39.7,5.1,33.8,2,13.2,0,0,0,0,0,0,13.1,86.5,0.1,0.3,8.2,15.1,65.8,52850,0,0,1.5,10.1,9.1,60.3,1,4.3,54574,"TERRELL COUNTY ISD"
"'223901001","BROWNFIELD H S",25,42.8,58.4,0,0,10,17.1,4,3,4,1,0,48.4,82.9,1,0,2.6,4.4,91922,3.5,8.4,45772,15.4,37,45467,5.1,12.2,51909,6.7,16.1,51900,9.9,23.9,55844,1,2.4,63490,0,0,34.9,84.2,0.6,1.4,1,2.4,0,0,11.4,23.6,56.8,0,0,11.1,26.8,1,2.4,10.7,17.9,43.2,5.1,12.2,1,2.4,0,0,0.5,1.2,0,0,30.5,73.6,1.9,4.7,5.6,41.5,71,50227,0.9,2.2,8.4,20.3,27.5,66.2,4.4,7.5,65950,"BROWNFIELD ISD"
"'223901005","BROWNFIELD EDUCATION CENTER",4.2,46.8,8.9,0,0,2.9,32.8,10,10,0,0,0,6,67.2,1,0,1,11.2,87114,0,0,.,0,0,.,1,31.1,47000,2.2,68.9,51754,0,0,.,0,0,.,0,0,0.2,6.6,0,0,0,0,3,93.4,12.8,1.2,37.7,0,0,1,31.1,0,0,10,2,62.3,3,93.4,0,0,0,0,0,0,0,0,0,0,0.2,6.6,8.5,3.2,36,50274,1,31.1,0,0,1.2,37.7,1.8,20,47454,"BROWNFIELD ISD"
"'223901041","BROWNFIELD MIDDLE",16.5,35.6,46.2,1,0,7,15.1,11,6,1,1,0,39.2,84.9,2,0,2,4.3,79574,2.5,8.3,46301,10.6,35.1,45828,4.4,14.4,48465,5.9,19.5,52497,4.9,16.1,62457,2,6.6,63490,0,0,28.9,95.2,0,0,0,0,0.4,1.4,11.7,18.9,62.1,0.2,0.8,8.2,27.1,0,0,11.7,11.5,37.9,0.9,3.1,0,0,1,3.1,0.5,1.7,0,0,25.3,83.3,1.5,5,6.7,30.4,65.6,51396,0.1,0.2,1.9,6.4,22.1,72.7,6.9,14.9,57317,"BROWNFIELD ISD"
"'223901101","COLONIAL HEIGHTS EL",16,61.1,26.1,0,0,12.8,48.9,9,9,0,0,0,13.4,51.1,0,1,1,3.8,39379,0,0,.,3,35.6,44267,3.4,40.6,46660,2,23.8,52220,0,0,.,0,0,.,0,0,8,95,0,0,0,0,8.4,100,6.9,8.4,100,0,0,3,35.6,0,0,16,0,0,0.4,5,0,0,0,0,0,0,0,0,0,0,0,0,4.9,8.4,32.2,47128,0,0,0,0,5.4,64.4,3.9,15.1,63963,"BROWNFIELD ISD"
"'223901102","OAK GROVE EL",36.3,47.9,75.7,0,0,20.7,27.4,6,6,3,3,0,55,72.6,3,1,0.3,0.4,72911,4,8.7,44611,14,30.6,44589,11.6,25.3,46693,8.6,18.9,49960,7.6,16.5,63539,0,0,.,1,2.2,42.9,93.7,0,0,0.3,0.6,0,0,10.1,44.8,97.8,0.7,1.5,13.5,29.5,0,0,14.8,1,2.2,2.9,6.3,0,0,0,0,0,0,0,0,40.5,88.4,4.6,10.1,6.8,45.8,60.5,49269,0,0,0,0,31,67.6,8.8,11.7,56990,"BROWNFIELD ISD"
"'223902001","MEADOW SCHOOL",11.3,33.3,34,0,1,4.1,12.2,5,1,0,0,0,29.8,87.8,1,0,3,8.8,78362,1.2,4.9,48904,9.2,38.2,42567,3.5,14.7,53694,5.4,22.5,58339,4,16.5,71151,0.8,3.2,69837,0,0,18,74.9,0,0,0,0,1.8,7.3,10.3,19.5,81.1,0,0,7.2,29.8,0,0,10.5,4.5,18.9,5.7,23.9,0.3,1.2,0.4,1.8,0,0,0,0,16.9,70.5,0,0,6.8,24,70.8,53659,0,0,4.9,20.4,16.9,70.2,2.8,8.2,49998,"MEADOW ISD"
"'223904001","WELLMAN-UNION SCHOOL",4.9,12.8,38.5,0,0,8.3,21.5,7,7,2,1,0,30.2,78.5,0,1,2.3,5.9,78690,4,15,43303,5.9,22.2,41747,5.9,22.2,48005,5.9,22.3,56619,4.9,18.3,63638,0,0,.,0,0,23.7,89,0.7,2.5,0,0,2.5,9.3,10.2,17.7,66.6,0.1,0.3,1,3.7,0,0,10.7,8.9,33.4,2.9,11,0,0,0,0,0,0,0,0,19.3,72.5,1,3.7,3.6,26.6,69.2,50695,0,0,3.1,11.6,25.6,96.3,1.3,3.4,46265,"WELLMAN-UNION CISD"
"'224901001","THROCKMORTON COLLEGIATE ISD",1.5,5.5,27.5,0,0,5,18.2,4,2.5,0,0,0,22.5,81.8,0,0,1.9,6.7,75387,10.7,51.8,37749,5,24.2,35910,0.9,4.5,49570,3.8,18.5,58536,0.2,1,76385,0,0,.,0,0,16,77.2,0,0,0,0,0.7,3.2,4.6,13.8,66.6,0,0,1.5,7.3,0,0,7.5,6.9,33.4,0,0,4.7,22.8,0,0,0,0,0,0,15.6,75.6,0,0,2.3,20.7,75.1,42078,0,0,4.4,21.1,19.2,92.7,0,0,.,"THROCKMORTON COLLEGIATE ISD"
